source_file;destination_file;subject_slug;material_slug;normalized_checksum;status;warnings
D:\Estudo\Python\saida_json\1__informática-e-dados__1-noções-de-sistemas-operacionais-windows-android-e-ios.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\informatica\001-nocoes-de-sistemas-operacionais-windows-android-e-ios-7ab370cd.json;informatica;nocoes-sistemas-operacionais-windows;1f31a7966e956ce5e48ca37f8ea938984c9187f38705b73d3c2537e275beb6e5;ok;
D:\Estudo\Python\saida_json\1__língua-inglesa__1-compreensão-de-textos-variados-domínio-do-vocabulário-e-da-estrutura-da-língua-ideias-principais-e-secundárias-explíci.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\ingles\001-1-compreensao-de-textos-variados-dominio-do-vocabulario-d811cc1a.json;ingles;compreensao-textual-ingles-cebraspe;18955a3a9010fefbabcac7404feb3df7b7952b10f7de5e3b3baf7cc637fa5b82;ok;
D:\Estudo\Python\saida_json\1__língua-portuguesa__1-compreensão-e-interpretação-de-textos-de-gêneros-variados.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\portugues\001-1-compreensao-e-interpretacao-de-textos-de-generos-2b8cdbe9.json;portugues;compreensao-e-interpretacao-de-textos;43681c7fe243fc8c51e9d28ff7f1d10a272a6a642c7f47f6889eafd11da1a82f;ok;
D:\Estudo\Python\saida_json\1__raciocínio-lógico-e-noções-de-estatística__1-estruturas-lógicas.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\rlog-estat\001-1-estruturas-logicas-a7f4dace.json;rlog-estat;estruturas-logicas-cebraspe;5e85cf1fdfa705868ca5d6c2d6a50a98fa326cd1fbfefa55bcce1e1a91b180f5;ok;
D:\Estudo\Python\saida_json\2__direito-administrativo__2-regime-jurídicoadministrativo-2.1-conceito.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\dir-adm\002-2-regime-juridicoadministrativo-21-conceito-61dd01b1.json;dir-adm;regime-juridico-administrativo-conceito;e2635fd667f0a3cb54929b2dae3fc1d3717c8d444f77d861da8e25166d264e15;ok;
D:\Estudo\Python\saida_json\2__direito-administrativo__2-regime-jurídicoadministrativo-2.2-supremacia-do-interesse-público-sobre-o-privado-e-indisponibilidade-pela-administraç.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\dir-adm\002-2-regime-juridicoadministrativo-22-supremacia-do-451919f3.json;dir-adm;regime-juridico-administrativo;bf311a01c3d9297039c1104ee9ad38821188744ee2378c656bbf6a6b45850d15;ok;
D:\Estudo\Python\saida_json\2__direito-administrativo__2-regime-jurídicoadministrativo-2.3-princípios-expressos-e-implícitos-da-administração-pública.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\dir-adm\002-2-regime-juridicoadministrativo-23-principios-expressos-642f10d6.json;dir-adm;principios-administrativos-expressos;eef4eda9dbe70e953df7c4be6268d9cabcc6c36874c70d311aeb2070a01ad268;ok;
D:\Estudo\Python\saida_json\2__direito-constitucional-e-legislação-interna-da-câmara-dos-deputados__2-princípios-fundamentais.-direitos-e-garantias-fundamentais-direitos-e-deveres-individuais-e-coletivos-direitos-sociais.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\dir-const-legcam\002-2-principios-fundamentais-direitos-e-garantias-420e084f.json;dir-const-legcam;principios-e-direitos-fundamentais;659a746e7ef7f77ba375942cff7d4b5535256859f722ebf208a16667a63e693e;ok;
D:\Estudo\Python\saida_json\2__informática-e-dados__2-navegadores-de-internet-webmail-e-ferramentas-de-produtividade.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\informatica\002-navegadores-de-internet-webmail-e-ferramentas-de-a8967f84.json;informatica;navegadores-webmail-produtividade;f3ac1e7d14a8c81880325e87b39e9bab548326118fd41ea83fad880b44c94194;ok;
D:\Estudo\Python\saida_json\2__língua-inglesa__2-itens-gramaticais-relevantes-para-compreensão-de-conteúdos-semânticos.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\ingles\002-2-itens-gramaticais-relevantes-para-compreensao-de-b36e9ffc.json;ingles;itens-gramaticais-compreensao-semantica;11a689b6c3f1170634fd6be469c8fda3023e824e6ee291ed2202b60c7ea14d9f;ok;
D:\Estudo\Python\saida_json\2__língua-portuguesa__2-reconhecimento-de-tipos-e-gêneros-textuais.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\portugues\002-2-reconhecimento-de-tipos-e-generos-textuais-2ca37568.json;portugues;reconhecimento-tipos-generos-textuais;7809981e8fcfd61dc615daf74910a1b0a751148bbf7ed4fed2273c57ca728571;ok;
D:\Estudo\Python\saida_json\2__raciocínio-lógico-e-noções-de-estatística__2-lógica-de-argumentação-analogias-inferências-deduções-e-conclusões.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\rlog-estat\002-2-logica-de-argumentacao-analogias-inferencias-deducoes-c90e53a7.json;rlog-estat;logica-argumentacao-cebraspe-concurso;780f8302d0d892c6cb1cd6b9232d0043ca80f2cf0a4a49aae472a5734f0c2054;ok;
D:\Estudo\Python\saida_json\3__direito-administrativo__3-organização-administrativa-3.1-centralização-descentralização-concentração-e-desconcentração.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\dir-adm\003-3-organizacao-administrativa-31-centralizacao-29404e0b.json;dir-adm;organizacao-administrativa-centralizacao;bfcf3a3f945a85b0dd5eed81415b4fa3620d080259a6e4e18e1a24fff762132f;ok;
D:\Estudo\Python\saida_json\3__direito-administrativo__3-organização-administrativa-3.2-administração-direta-3.2.1-conceito.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\dir-adm\003-3-organizacao-administrativa-32-administracao-direta-6adbab97.json;dir-adm;organizacao-administrativa-administracao;98dfb6770a094429af46f66369b49142114abd833e40f687d39a97b5fdc928f3;ok;
D:\Estudo\Python\saida_json\3__direito-administrativo__3-organização-administrativa-3.2-administração-direta-3.2.2-órgão-público-3.2.2.1-conceito.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\dir-adm\003-3-organizacao-administrativa-32-administracao-direta-2a8722f0.json;dir-adm;organizacao-administrativa-orgao-publico;638121e029abe095d4526a90199f05e501ae194bce19e92a49a9d44881aada2c;ok;
D:\Estudo\Python\saida_json\3__direito-administrativo__3-organização-administrativa-3.2-administração-direta-3.2.2-órgão-público-3.2.2.2-teorias-sobre-as-relações-do-estado-co.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\dir-adm\3222-3-organizacao-administrativa-32-administracao-direta-02766c42.json;dir-adm;teorias-relacoes-estado-agentes-publicos;77948035cc155c19777964ffa00e3ab59607e14db3ab48545ace11e27189c355;ok;
D:\Estudo\Python\saida_json\3__direito-administrativo__3-organização-administrativa-3.2-administração-direta-3.2.2-órgão-público-3.2.2.3-características-e-classificação.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\dir-adm\003-3-organizacao-administrativa-32-administracao-direta-e023c797.json;dir-adm;organizacao-administrativa-orgao-publico;293a8fbc9f42b6cc3c36426295b155b071ee5d9049832d941617ef4d70455a03;ok;
D:\Estudo\Python\saida_json\3__direito-administrativo__3-organização-administrativa-3.3-administração-indireta-3.3.1-conceito.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\dir-adm\003-3-organizacao-administrativa-33-administracao-indireta-21524fc0.json;dir-adm;administracao-indireta-conceito-cebraspe;f17e1e78cf2d650710b677136baedf401b9c5483b3add7da021660ff63b0a6ca;ok;
D:\Estudo\Python\saida_json\3__direito-administrativo__3-organização-administrativa-3.3-administração-indireta-3.3.2-autarquias.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\dir-adm\332-3-organizacao-administrativa-33-administracao-indireta-777541e1.json;dir-adm;autarquias-direito-administrativo;3d14863c2ee2da8ccf7c3f19bd283ebd7fdebfee50104c6233a1df8ea9df5379;ok;
D:\Estudo\Python\saida_json\3__direito-administrativo__3-organização-administrativa-3.3-administração-indireta-3.3.3-agências-reguladoras.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\dir-adm\003-3-organizacao-administrativa-33-administracao-indireta-bb5c2148.json;dir-adm;agencias-reguladoras-direito;19ca122eb1385563ceef4a5c760a84f40070168573235ede08b472da0bf5c125;ok;
D:\Estudo\Python\saida_json\3__direito-administrativo__3-organização-administrativa-3.3-administração-indireta-3.3.4-agências-executivas.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\dir-adm\003-3-organizacao-administrativa-33-administracao-indireta-e3e1303a.json;dir-adm;agencias-executivas-direito;6c0f365ccabcd890ad3a8d1c76c3461ba57d24f6ae4853af1c4a334313d9f8d0;ok;
D:\Estudo\Python\saida_json\3__direito-administrativo__3-organização-administrativa-3.3-administração-indireta-3.3.5-fundações-públicas.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\dir-adm\003-3-organizacao-administrativa-33-administracao-indireta-d2fd7b3b.json;dir-adm;fundacoes-publicas-direito;bcf2c1c14b9b0b91e6e14a61a1a6fed1b287128c9e3fa44221751b4615526ab1;ok;
D:\Estudo\Python\saida_json\3__direito-administrativo__3-organização-administrativa-3.3-administração-indireta-3.3.6-empresas-públicas.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\dir-adm\336-3-organizacao-administrativa-33-administracao-indireta-f7b728cb.json;dir-adm;empresas-publicas-direito-administrativo;e99af575f2b0516775cc7efd0ce416f776810be81c706fb624b26926c8738fa2;ok;
D:\Estudo\Python\saida_json\3__direito-administrativo__3-organização-administrativa-3.3-administração-indireta-3.3.7-sociedades-de-economia-mista.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\dir-adm\337-3-organizacao-administrativa-33-administracao-indireta-fada1ed1.json;dir-adm;sociedades-economia-mista-direito;672d88a1ee2256305aeab371fb21124da4e5a09a23d42f33ecec0e787b82e166;ok;
D:\Estudo\Python\saida_json\3__direito-administrativo__3-organização-administrativa-3.3-administração-indireta-3.3.8-consórcios-públicos.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\dir-adm\003-3-organizacao-administrativa-33-administracao-indireta-c6abcb9f.json;dir-adm;consorcios-publicos-direito;e6961f79da16ffa046bbe7f68a99d7849277dac775b4cafb3e1b13751543fffd;ok;
D:\Estudo\Python\saida_json\3__direito-administrativo__3-organização-administrativa-3.4-entidades-paraestatais-e-terceiro-setor-3.4.1-serviços-sociais-autônomos.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\dir-adm\003-3-organizacao-administrativa-34-entidades-paraestatais-28c17328.json;dir-adm;servicos-sociais-autonomos-direito;4fcffec2c738cbb52fa22f84d59416286451e83e4e8892771a90c533a70e8cb3;ok;
D:\Estudo\Python\saida_json\3__direito-administrativo__3-organização-administrativa-3.4-entidades-paraestatais-e-terceiro-setor-3.4.2-entidades-de-apoio.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\dir-adm\003-3-organizacao-administrativa-34-entidades-paraestatais-92c09c87.json;dir-adm;organizacao-administrativa-entidades;f1205089e3f03d71f3b48ea840efd5d149851560ce3e8a131af229b130d0583d;ok;
D:\Estudo\Python\saida_json\3__direito-administrativo__3-organização-administrativa-3.4-entidades-paraestatais-e-terceiro-setor-3.4.3-organizações-sociais.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\dir-adm\003-3-organizacao-administrativa-34-entidades-paraestatais-29577ef2.json;dir-adm;organizacoes-sociais-direito;0cb68a76b2c60fc1ff635018cc0b576530758d26502994734be170d0532832ad;ok;
D:\Estudo\Python\saida_json\3__direito-administrativo__3-organização-administrativa-3.4-entidades-paraestatais-e-terceiro-setor-3.4.4-organizações-da-sociedade-civil-de-intere.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\dir-adm\344-344-organizacoes-da-sociedade-civil-de-interesse-b4df8a86.json;dir-adm;organizacoes-sociedade-civil-interesse;3cc3222ca565cfbc217f6af5b44f8198b9b1b08f4068bd3bb1ba29f9de267ada;ok;
D:\Estudo\Python\saida_json\3__direito-constitucional-e-legislação-interna-da-câmara-dos-deputados__3-organização-do-estado-organização-político-administrativa-união-estados-municípios-distrito-federal-e-territórios.-int.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\dir-const-legcam\003-3-organizacao-do-estado-organizacao-politico-8132a759.json;dir-const-legcam;organizacao-estado-intervencao-federal;e09f4e3b1b4ea6be39222f2ba1853f72d8491ebecc6858f1fbe22014cb13b531;ok;
D:\Estudo\Python\saida_json\3__informática-e-dados__3-noções-de-segurança-da-informação-3.1-responsabilidades-e-deveres-dos-usuários-de-serviços-de-ti.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\informatica\003-3-nocoes-de-seguranca-da-informacao-31-ae1ebd0f.json;informatica;seguranca-informacao-responsabilidades;7f210575bc03f63925265e8d99121bc59005ceaedffbb4e56150a3ca71552ea4;ok;
D:\Estudo\Python\saida_json\3__informática-e-dados__3-noções-de-segurança-da-informação-3.2-malware-vírus-worms-cavalos-de-troia-trojans-spyware-ransomware-backdoor-zero-da.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\informatica\003-3-nocoes-de-seguranca-da-informacao-32-malware-virus-5516d80c.json;informatica;seguranca-informacao-malware-cebraspe;b768dd2a117191ecfa7c22e538eeaff5e7bc63e5df7f63e80f3364cdee3b5e39;ok;
D:\Estudo\Python\saida_json\3__informática-e-dados__3-noções-de-segurança-da-informação-3.3-phishing-vishing-e-engenharia-social-métodos-e-canais-utilizados.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\informatica\003-3-nocoes-de-seguranca-da-informacao-33-phishing-vishing-367cac0e.json;informatica;seguranca-informacao-phishing-vishing;b63a0a433f80a6303dae9879b58b2a34200994ac916c4ec1f3187ba53fea399b;ok;
D:\Estudo\Python\saida_json\3__informática-e-dados__3-noções-de-segurança-da-informação-3.4-aplicativos-para-segurança-antivírus-endpoint-detection-and-response-edr-firewal.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\informatica\003-3-nocoes-de-seguranca-da-informacao-34-aplicativos-para-08acb0e2.json;informatica;seguranca-informacao-aplicativos;31ea39571f4b5f1f737f7ace0bc6a76f274f0555fafa7b6717c1fe188b52a88e;ok;
D:\Estudo\Python\saida_json\3__informática-e-dados__3-noções-de-segurança-da-informação-3.5-assinatura-e-certificação-digital.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\informatica\003-3-nocoes-de-seguranca-da-informacao-35-assinatura-e-058ec01a.json;informatica;assinatura-e-certificacao-digital;c46f68f9d67c1b4e467f489dae2cf79a80fec19d15d24ce860a70105e5746745;ok;
D:\Estudo\Python\saida_json\3__língua-inglesa__3-conhecimento-e-uso-das-formas-contemporâneas-da-linguagem-inglesa.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\ingles\003-3-conhecimento-e-uso-das-formas-contemporaneas-da-0699bcbc.json;ingles;conhecimento-uso-formas-contemporaneas;1e5313570abf38b908d3fb4066aa7a99d33b4cf4181ae9cc82c749f37bacca84;ok;
D:\Estudo\Python\saida_json\3__língua-portuguesa__3-domínio-da-ortografia.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\portugues\003-3-dominio-da-ortografia-900aa3e1.json;portugues;dominio-da-ortografia-cebraspe;cf82268c34195f2bc78e9cb697b99b90b1578a8b9d26aafe159211771c22914b;ok;
D:\Estudo\Python\saida_json\3__raciocínio-lógico-e-noções-de-estatística__3-lógica-sentencial-ou-proposicional-3.1-proposições-simples-e-compostas.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\rlog-estat\003-3-logica-sentencial-ou-proposicional-31-proposicoes-06f3707d.json;rlog-estat;logica-sentencial-proposicoes-simples;5da7a8ecb7be1bbe0283acd520aecac5bf609365b1855f564078650d15033daa;ok;
D:\Estudo\Python\saida_json\3__raciocínio-lógico-e-noções-de-estatística__3-lógica-sentencial-ou-proposicional-3.2-tabelas-verdade.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\rlog-estat\003-3-logica-sentencial-ou-proposicional-32-tabelas-verdade-e653804f.json;rlog-estat;logica-sentencial-tabelas-verdade;60c3f0250a89320241a183e191f81af31fdd3c5fb3ca8b46629c93015d50df4a;ok;
D:\Estudo\Python\saida_json\3__raciocínio-lógico-e-noções-de-estatística__3-lógica-sentencial-ou-proposicional-3.3-equivalências.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\rlog-estat\003-3-logica-sentencial-ou-proposicional-33-equivalencias-5dd3b7f0.json;rlog-estat;logica-sentencial-equivalencias-cebraspe;4fd1633ba585c178c88387af881943ee5fa1da3fc4ce191e9a002cb26d06b161;ok;
D:\Estudo\Python\saida_json\3__raciocínio-lógico-e-noções-de-estatística__3-lógica-sentencial-ou-proposicional-3.4-leis-de-morgan.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\rlog-estat\034-3-logica-sentencial-ou-proposicional-34-leis-de-morgan-f5ce468c.json;rlog-estat;leis-de-morgan-raciocinio-logico;72e10e2e7b8aad85502103bcd2c59639d6287f971d31abb6dd74564cdd0f8077;ok;
D:\Estudo\Python\saida_json\3__raciocínio-lógico-e-noções-de-estatística__3-lógica-sentencial-ou-proposicional-3.5-diagramas-lógicos.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\rlog-estat\003-3-logica-sentencial-ou-proposicional-35-diagramas-d804b7f5.json;rlog-estat;diagramas-logicos-cebraspe;0daea218362c0ef07991cb7b54808b63fbf833c865db8f22abb0127a5ccf6a80;ok;
D:\Estudo\Python\saida_json\4__direito-administrativo__4-atos-administrativos-4.1-conceito.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\dir-adm\004-4-atos-administrativos-41-conceito-039af386.json;dir-adm;atos-administrativos-conceito-cebraspe;61e62e6d1f99767f44672b90edebcc6a6797dc9ffd0f8a977dbc11f464b83d0e;ok;
D:\Estudo\Python\saida_json\4__direito-administrativo__4-atos-administrativos-4.10-atos-administrativos-nulos-anuláveis-e-inexistentes.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\dir-adm\004-4-atos-administrativos-410-atos-administrativos-nulos-2b5e3a81.json;dir-adm;atos-administrativos-nulos-anulaveis;e28b8588b1b02434f8918e492c93afe9ee61868243a87e33a67867ef641d94f1;ok;
D:\Estudo\Python\saida_json\4__direito-administrativo__4-atos-administrativos-4.11-decadência-administrativa.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\dir-adm\004-4-atos-administrativos-411-decadencia-administrativa-bd95d7bd.json;dir-adm;decadencia-administrativa;28f02e30c7817bc5a66abefe29940009e4f5c8f2e1825ba3997798471494835a;ok;
D:\Estudo\Python\saida_json\4__direito-administrativo__4-atos-administrativos-4.2-fatos-da-administração-atos-da-administração-e-atos-administrativos.json;D:\Estudo\Python\repositorio_conteudo\concursos\camara-dos-deputados\policial-legislativo\2026\cebraspe\edital-v1\disciplinas\dir-adm\004-4-atos-administrativos-42-fatos-da-administracao-atos-2935e151.json;dir-adm;atos-administrativos-fatos-atos-da;7eb1cc797499125cd6e46aa6a8172241967d6c63eeddfbe94e348e13849587de;ok;
